Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
20,0,2,1,6,3,3,1,2069,1,5,5,2,83920,1.0,0,17,8,0,2.0,5,2,1,2
44,1,2,0,6,2,0,1,2070,1,3,7,2,45580,1.0,0,13,8,1,6.0,2,6,0,2
53,0,2,1,6,4,1,1,2071,1,1,5,0,40310,3.0,0,12,8,1,26.0,3,7,4,7
29,0,2,1,23,3,3,1,2072,1,1,7,1,79690,0.0,0,14,8,0,6.0,3,5,1,3
22,1,1,1,22,4,3,1,2073,1,1,8,1,26540,0.0,0,24,8,0,1.0,5,0,0,0
46,0,2,1,2,3,1,1,2074,1,2,6,1,165550,8.0,0,14,8,2,28.0,4,26,15,9
44,0,0,1,20,3,1,1,2075,1,1,8,2,45560,2.0,0,13,8,0,6.0,4,0,0,0
33,0,2,1,28,4,1,1,2076,0,1,3,1,60910,1.0,0,15,8,0,5.0,6,5,1,4
41,1,0,1,12,3,1,1,2077,1,2,8,0,195660,6.0,0,16,8,0,5.0,2,1,0,0
30,0,2,2,20,3,2,1,2078,1,3,7,0,48100,8.0,0,18,8,0,8.0,3,4,0,3
40,0,1,2,9,3,3,1,2079,1,1,4,1,45230,5.0,0,16,8,1,5.0,5,0,0,0
50,0,1,1,25,4,1,1,2080,0,2,0,1,32020,2.0,0,24,8,1,32.0,2,2,2,2
28,0,2,1,6,3,5,1,2081,1,2,6,1,23510,1.0,0,16,8,0,6.0,4,6,3,3
46,0,2,1,8,4,4,1,2082,1,3,3,1,17020,5.0,0,21,8,0,25.0,2,4,0,3
35,0,2,2,4,4,2,1,2083,1,1,2,1,180410,3.0,0,20,8,1,15.0,3,7,1,7
24,1,2,0,28,4,0,1,2084,1,3,4,1,28860,1.0,0,19,8,1,1.0,5,1,0,0
33,0,1,1,9,2,3,1,2085,0,1,7,1,20970,1.0,0,14,8,2,10.0,5,10,0,1
36,0,2,1,9,2,3,1,2086,1,2,7,0,119350,1.0,0,11,8,3,7.0,6,7,1,7
30,0,2,2,29,3,2,1,2087,1,1,7,0,25460,1.0,0,14,8,1,10.0,2,10,8,9
44,0,2,1,3,4,3,1,2088,1,2,6,2,25640,1.0,0,12,8,3,20.0,3,20,13,17
20,0,2,1,18,4,3,1,2089,1,1,1,2,84120,1.0,0,13,8,0,2.0,2,2,2,2
46,0,2,2,9,1,3,1,2090,0,1,7,0,141180,2.0,0,22,8,0,12.0,3,6,1,4
42,0,0,1,5,4,3,1,2091,1,5,7,1,170460,7.0,0,11,8,0,10.0,3,4,0,3
60,0,2,2,2,2,1,1,2092,1,2,7,0,25640,0.0,0,14,8,1,12.0,3,11,1,9
32,0,1,2,10,3,1,1,2093,0,1,7,1,102660,1.0,0,11,8,0,2.0,3,2,2,2
32,0,1,1,9,3,1,1,2094,0,2,6,2,50700,4.0,0,12,8,1,10.0,6,8,0,7
36,0,2,2,3,2,2,1,2095,1,4,0,0,178610,2.0,0,18,8,0,17.0,2,7,7,7
33,0,2,2,26,2,2,1,2096,1,1,6,1,42300,0.0,0,12,8,0,15.0,0,14,4,10
40,0,2,1,1,3,3,1,2097,0,2,6,0,37800,7.0,0,12,8,0,7.0,2,5,1,3
25,0,2,1,6,2,3,1,2098,0,1,2,2,27680,0.0,0,22,8,1,5.0,0,4,1,1
30,0,2,2,9,3,2,1,2099,0,1,6,1,90710,0.0,0,19,8,1,12.0,2,11,5,7
42,0,1,0,8,2,3,1,2100,1,1,7,1,106480,3.0,0,13,8,1,20.0,1,1,0,0
35,0,0,1,1,1,1,1,2101,1,2,7,1,136100,4.0,0,22,8,2,16.0,4,13,4,12
27,0,2,1,7,3,1,1,2102,1,3,4,1,34080,1.0,0,24,8,0,9.0,2,9,6,8
54,0,1,1,9,2,3,1,2103,1,2,8,0,29830,7.0,0,14,8,1,33.0,2,5,1,4
44,0,2,0,4,4,1,1,2104,1,5,2,1,76320,1.0,0,21,8,0,10.0,3,10,7,7
19,1,0,2,2,2,4,1,2105,1,3,0,2,98240,1.0,0,18,8,0,1.0,2,1,0,0
29,0,2,1,19,4,1,1,2106,1,1,4,0,99500,1.0,0,20,8,0,3.0,3,3,1,2
54,0,2,1,9,4,1,1,2107,1,2,7,1,20930,3.0,0,19,8,0,36.0,2,10,0,9
31,0,2,1,21,3,1,1,2108,1,2,2,1,99800,1.0,0,12,8,0,6.0,1,6,0,1
31,0,2,2,24,1,2,1,2109,0,1,7,2,38940,1.0,0,12,8,0,10.0,3,10,1,8
59,0,2,1,3,4,5,1,2110,1,1,6,2,40510,5.0,0,16,8,3,13.0,3,6,0,5
43,0,2,1,11,2,1,1,2111,1,3,2,1,168350,3.0,0,17,8,1,25.0,3,8,0,7
49,0,2,2,14,4,1,1,2112,1,2,6,1,62300,2.0,0,14,8,0,23.0,2,1,0,0
36,0,1,2,5,2,2,1,2113,0,1,2,1,47170,1.0,0,19,8,1,12.0,3,11,0,7
48,0,2,1,1,4,1,1,2114,0,2,2,2,132370,5.0,0,13,8,1,7.0,2,1,0,0
27,0,2,1,6,4,1,1,2115,1,2,2,0,37550,1.0,0,19,8,0,5.0,2,5,0,3
29,0,2,2,17,4,3,1,2116,1,1,2,0,65820,1.0,0,19,8,1,6.0,3,6,1,0
48,0,2,2,1,1,2,1,2117,1,2,4,2,74060,6.0,0,14,8,2,25.0,2,1,0,0
29,0,2,1,3,3,5,1,2118,0,2,0,0,48050,3.0,0,16,8,1,9.0,2,7,1,7
34,0,2,2,9,4,3,1,2119,0,2,2,1,27410,0.0,0,15,8,1,2.0,3,1,0,0
44,0,2,1,4,3,1,1,2120,0,1,2,1,42620,7.0,0,18,8,0,26.0,2,22,3,10
33,0,2,1,8,2,1,1,2121,0,2,6,0,161840,0.0,0,13,8,1,10.0,2,9,0,8
19,0,2,2,2,4,2,1,2122,1,3,2,2,115570,1.0,0,22,8,0,1.0,0,1,0,1
23,0,2,2,2,3,3,1,2123,1,3,2,1,18780,1.0,0,13,8,1,1.0,2,1,0,1
25,1,1,1,1,1,1,1,2124,1,1,4,2,109320,1.0,0,11,8,1,1.0,3,1,1,0
26,0,2,0,9,3,1,1,2125,1,2,6,2,68110,1.0,0,11,8,1,8.0,4,8,2,2
45,1,2,0,12,3,0,1,2126,1,2,2,2,43060,2.0,0,11,8,2,26.0,3,24,1,11
55,0,0,1,27,3,1,1,2127,0,2,3,0,48590,1.0,0,24,8,1,34.0,3,33,15,0
21,1,1,1,20,2,3,1,2128,0,4,6,2,53370,1.0,0,14,8,1,2.0,2,2,2,2
46,0,2,1,1,4,1,1,2129,1,1,4,1,23400,2.0,0,13,8,1,26.0,2,11,0,8
34,0,2,2,13,4,3,1,2130,1,3,8,2,74910,0.0,0,14,8,1,4.0,3,3,0,2
51,0,1,1,14,3,1,1,2131,1,2,5,0,105270,4.0,0,14,8,0,31.0,3,29,11,10
59,0,2,1,4,2,1,1,2132,1,2,6,2,165950,6.0,0,21,8,1,25.0,2,9,5,4
34,0,1,2,14,4,3,1,2133,0,3,6,0,88340,4.0,0,13,8,1,15.0,1,11,5,10
28,0,1,1,2,3,4,1,2134,0,1,3,2,55770,0.0,0,19,8,0,5.0,3,4,0,2
44,0,2,1,3,4,1,1,2135,1,2,6,0,47070,1.0,0,17,8,0,26.0,4,25,14,13
34,0,1,2,1,3,1,1,2136,1,2,7,1,24000,4.0,0,18,8,1,14.0,3,10,1,8
35,0,2,1,9,3,1,1,2137,1,4,0,1,98240,0.0,0,19,8,0,4.0,2,3,2,2
42,0,2,1,23,4,1,1,2138,0,1,3,1,64470,6.0,0,13,8,0,18.0,3,1,0,0
43,0,2,1,7,2,3,1,2139,0,1,2,2,195020,3.0,0,18,8,2,23.0,3,21,15,17
36,0,2,1,2,4,3,1,2140,1,1,0,2,27250,9.0,0,21,8,1,18.0,4,16,5,12
44,1,2,1,21,4,1,1,2141,0,2,2,1,62720,1.0,0,19,8,1,10.0,3,10,0,5
28,0,1,1,2,3,1,1,2142,0,2,8,1,21270,1.0,0,14,8,0,2.0,3,2,2,2
51,0,1,2,21,4,3,1,2143,1,2,6,2,182000,0.0,0,17,8,0,8.0,3,7,7,7
30,0,0,1,2,4,4,1,2144,1,1,6,2,20960,7.0,0,11,8,3,10.0,2,8,1,7
29,1,2,1,29,4,5,1,2145,0,1,8,0,28860,3.0,0,13,8,0,10.0,4,7,7,7
28,0,2,2,1,4,1,1,2146,0,2,8,2,20330,2.0,0,15,8,1,5.0,5,3,1,2
25,0,2,1,18,2,1,1,2147,1,1,6,2,36220,1.0,0,25,8,0,2.0,0,2,2,1
32,0,2,1,10,4,4,1,2148,0,1,7,1,42330,1.0,0,11,8,0,10.0,5,10,0,8
45,0,1,1,19,3,3,1,2149,1,3,2,2,36810,3.0,0,17,8,1,22.0,2,0,0,0
39,0,2,2,29,1,2,1,2150,0,1,2,0,54600,6.0,0,13,8,2,21.0,3,19,15,2
58,0,2,1,27,3,4,1,2151,1,2,2,0,21870,1.0,0,18,8,1,2.0,1,2,2,2
32,1,2,1,5,3,5,1,2152,0,1,7,1,96020,1.0,0,13,8,1,10.0,3,10,1,1
39,1,2,1,18,2,1,1,2153,1,2,2,2,28360,0.0,0,20,8,0,6.0,3,5,0,3
30,0,2,2,9,1,2,1,2154,1,4,5,1,40890,0.0,0,18,8,0,10.0,2,9,6,7
36,0,2,2,1,3,2,1,2155,1,2,7,1,166270,3.0,0,12,8,0,10.0,5,7,1,7
46,0,2,2,4,3,3,1,2156,1,1,6,2,26190,6.0,0,12,8,1,10.0,3,7,5,7
28,0,0,1,1,3,3,1,2157,1,5,7,1,56790,0.0,0,13,8,0,10.0,2,9,7,5
50,0,2,1,20,2,3,1,2158,0,5,2,1,154020,4.0,0,21,8,0,25.0,3,3,1,2
40,1,2,2,8,1,4,1,2159,1,1,2,2,59850,2.0,0,13,8,3,9.0,1,5,1,0
52,1,2,1,3,2,5,1,2160,1,3,2,2,25790,9.0,0,19,8,1,10.0,1,8,7,7
30,0,2,1,6,4,3,1,2161,0,1,7,1,30410,1.0,0,11,8,1,9.0,2,9,0,8
39,0,2,1,26,1,3,1,2162,1,2,0,2,34470,0.0,0,14,8,0,9.0,5,8,1,7
31,0,0,1,1,2,3,1,2163,1,1,7,0,195130,1.0,0,12,8,1,10.0,1,10,9,6
41,0,0,2,6,3,1,1,2164,0,1,5,2,27730,1.0,0,11,8,0,19.0,3,19,11,9
31,1,1,1,3,1,1,1,2165,1,1,7,2,71040,1.0,0,14,8,1,3.0,3,3,2,2
44,1,2,2,5,3,1,1,2166,1,1,2,1,63220,4.0,0,11,8,1,10.0,2,3,1,2
42,0,0,1,4,3,1,1,2167,1,2,2,1,20830,0.0,0,12,8,2,21.0,3,20,2,10
55,0,2,2,11,3,5,1,2168,1,2,4,1,83810,4.0,0,15,8,1,23.0,3,19,9,11
56,0,2,2,3,2,3,1,2169,0,3,4,2,26910,6.0,0,16,8,1,36.0,6,7,7,7
40,0,0,1,1,1,1,1,2170,1,1,2,0,42860,9.0,0,15,8,0,6.0,6,4,0,0
34,0,2,1,3,2,5,1,2171,1,2,5,0,26590,0.0,0,24,8,3,10.0,2,9,1,6
40,0,2,2,4,3,3,1,2172,1,2,7,2,94340,1.0,0,13,8,1,9.0,3,9,8,8
41,0,1,2,1,4,4,1,2173,0,2,0,0,55610,0.0,0,11,8,0,10.0,2,9,1,7
35,0,1,2,1,2,5,1,2174,1,2,3,2,66460,1.0,0,13,8,1,9.0,2,9,1,1
51,0,2,2,18,2,1,1,2175,1,4,4,0,77250,1.0,0,13,8,1,33.0,2,33,0,10
38,0,2,2,2,4,1,1,2176,0,1,6,0,107250,3.0,0,18,8,0,11.0,5,7,1,7
34,0,2,2,4,3,1,1,2177,1,2,6,2,88470,1.0,0,16,8,0,10.0,3,10,9,6
25,0,2,1,6,2,3,1,2178,0,4,6,1,20450,3.0,0,19,8,0,7.0,3,3,1,2
58,1,2,2,1,4,5,1,2179,1,2,7,1,10090,7.0,0,13,8,2,31.0,3,10,5,9
40,0,2,1,14,4,3,1,2180,0,1,6,1,33480,3.0,0,22,8,0,7.0,2,4,0,3
36,0,1,2,16,2,1,1,2181,1,1,6,1,12810,2.0,0,11,8,0,17.0,2,15,6,13
48,0,2,1,2,1,1,1,2182,1,2,6,2,28190,1.0,0,20,8,0,11.0,2,10,0,8
27,0,2,1,2,3,1,1,2183,0,2,2,1,48510,8.0,0,18,8,0,5.0,2,1,0,0
51,0,2,1,4,1,3,1,2184,0,3,4,2,40280,3.0,0,14,8,0,29.0,3,5,0,3
18,0,0,1,1,4,3,1,2185,1,2,7,2,27200,1.0,0,22,8,1,0.0,2,0,0,0
35,0,2,1,1,4,4,1,2186,0,2,5,1,81200,0.0,0,13,8,0,10.0,2,9,0,0
27,0,1,1,26,4,3,1,2187,0,1,5,2,46470,3.0,0,17,8,0,8.0,3,6,0,0
55,1,2,1,19,3,5,1,2188,1,1,1,2,46800,6.0,0,14,8,3,24.0,0,19,3,8
56,0,2,1,24,4,1,1,2189,1,2,2,1,32210,4.0,0,15,8,2,33.0,2,19,15,9
34,0,0,2,1,2,1,1,2190,1,2,6,0,86210,1.0,0,17,8,1,5.0,1,5,0,0
40,0,2,1,3,3,1,1,2191,1,2,7,0,45770,5.0,0,11,8,1,15.0,3,12,11,8
34,0,2,1,5,3,1,1,2192,1,1,6,1,45530,4.0,0,18,8,1,10.0,2,8,7,7
31,1,1,1,2,2,3,1,2193,0,2,4,2,53960,7.0,0,17,8,1,3.0,2,1,0,0
35,1,1,1,1,2,3,1,2194,1,1,4,1,67960,0.0,0,13,8,0,5.0,2,4,3,2
38,0,1,1,7,3,3,1,2195,0,2,8,0,76250,1.0,0,15,8,0,4.0,2,4,0,3
34,0,2,1,10,4,4,1,2196,0,2,2,2,74120,1.0,0,24,8,0,14.0,4,14,4,11
28,0,2,1,2,3,1,1,2197,0,2,0,1,111590,1.0,0,12,8,0,5.0,2,5,0,4
31,1,2,1,15,2,1,1,2198,1,2,7,1,49600,1.0,0,15,8,0,10.0,3,10,6,7
39,0,2,1,17,4,5,1,2199,0,2,0,1,104750,3.0,0,11,8,1,8.0,3,5,1,4
51,0,1,1,20,3,3,1,2200,1,2,7,1,148140,2.0,0,11,8,1,14.0,2,4,3,2
41,0,1,1,1,3,1,1,2201,1,4,7,0,191410,3.0,0,12,8,1,12.0,2,6,3,3
37,0,2,1,2,2,3,1,2202,0,1,0,1,54050,7.0,0,15,8,0,8.0,3,6,1,3
33,0,1,1,2,3,3,1,2203,0,1,7,1,87930,6.0,0,17,8,0,8.0,2,5,1,2
32,0,2,1,1,4,3,1,2204,1,5,5,1,191890,0.0,0,12,8,1,4.0,3,3,1,2
39,0,0,1,29,2,1,1,2205,1,2,7,1,38750,3.0,0,15,8,0,13.0,3,6,0,5
25,0,2,1,7,4,1,1,2206,1,1,7,1,22160,2.0,0,13,8,3,6.0,2,3,1,2
52,0,1,1,2,1,1,1,2207,1,2,7,1,117130,2.0,0,14,8,0,24.0,2,5,0,2
43,0,2,1,2,2,3,1,2208,1,1,2,2,78610,1.0,0,14,8,2,20.0,1,20,1,8
27,0,2,1,2,4,1,1,2209,1,1,1,1,37080,1.0,0,16,8,2,6.0,2,6,4,4
27,1,2,1,2,5,1,1,2210,0,1,6,2,137700,1.0,0,18,8,1,8.0,3,8,7,7
26,0,2,1,2,2,4,1,2211,1,3,2,2,53040,0.0,0,20,8,1,5.0,2,4,1,1
42,0,2,2,23,3,2,1,2212,0,3,6,1,26420,0.0,0,13,8,1,21.0,3,20,0,9
52,0,2,1,5,2,1,1,2213,0,1,0,1,27590,9.0,0,18,8,1,12.0,6,5,0,4
37,0,2,1,20,5,1,1,2214,1,2,3,2,68040,4.0,0,13,8,1,8.0,1,3,0,2
35,0,1,1,6,4,3,1,2215,0,2,5,2,61420,2.0,0,15,8,1,10.0,2,2,2,2
25,0,2,1,1,4,3,1,2216,1,2,7,1,25000,4.0,0,14,8,2,7.0,2,3,0,2
26,0,2,1,29,4,1,1,2217,1,1,6,2,63890,0.0,0,22,8,0,8.0,2,7,0,7
29,0,2,2,9,3,1,1,2218,1,1,2,2,111030,1.0,0,12,8,0,10.0,5,10,0,9
49,1,1,2,6,5,3,1,2219,0,2,0,2,23420,3.0,0,18,8,0,20.0,2,4,1,3
29,1,1,2,3,2,2,1,2220,0,2,2,2,68110,0.0,0,15,8,1,9.0,2,8,7,7
54,0,2,2,1,3,3,1,2221,0,2,3,2,22970,6.0,0,18,8,2,29.0,2,20,12,7
58,0,2,2,22,3,1,1,2222,0,2,2,1,24500,3.0,0,12,8,1,32.0,2,9,1,5
55,0,2,1,7,3,1,1,2223,0,3,6,0,50930,2.0,0,16,8,1,31.0,3,7,0,0
36,0,2,1,1,3,3,1,2224,1,2,7,2,53090,3.0,0,13,8,0,15.0,5,5,0,1
31,1,1,2,4,3,1,1,2225,1,2,3,2,30570,1.0,0,19,8,0,1.0,3,1,0,0
30,0,2,2,3,3,1,1,2226,1,3,7,0,51210,7.0,0,13,8,0,8.0,4,3,0,2
31,0,2,1,1,3,3,1,2227,1,1,2,2,168560,3.0,0,12,8,1,9.0,3,3,1,0
34,0,1,2,2,1,2,1,2228,0,5,3,0,26860,5.0,0,11,8,0,10.0,3,4,1,3
31,1,2,2,20,3,5,1,2229,1,1,6,2,61800,1.0,0,14,8,1,1.0,2,1,0,0
27,0,2,0,11,4,3,1,2230,1,4,7,1,66320,0.0,0,16,8,0,6.0,3,5,1,4
36,0,2,2,1,3,2,1,2231,1,2,6,2,35050,1.0,0,12,8,2,10.0,2,10,1,8
36,0,2,1,24,3,4,1,2232,0,3,5,1,63970,4.0,0,14,8,1,11.0,3,3,0,2
47,0,2,1,23,4,1,1,2233,0,2,7,1,62740,7.0,0,14,8,2,17.0,0,6,1,2
25,1,2,2,16,4,1,1,2234,1,2,6,1,198590,3.0,0,19,8,0,6.0,3,3,2,2
37,0,0,2,8,4,3,1,2235,1,1,0,2,75870,0.0,0,22,8,1,7.0,5,6,1,3
56,0,2,1,10,4,4,1,2236,1,2,8,1,42580,2.0,0,16,8,0,5.0,2,3,1,0
47,0,2,1,3,2,3,1,2237,1,2,2,1,43640,3.0,0,11,8,1,26.0,3,20,5,6
24,0,2,1,5,1,4,1,2238,1,1,4,1,43350,1.0,0,15,8,1,5.0,5,5,0,3
32,0,2,2,4,3,2,1,2239,1,1,6,1,53260,4.0,0,14,8,1,7.0,2,4,0,3
34,0,2,1,9,2,3,1,2240,1,1,7,1,32800,5.0,0,13,8,0,7.0,3,5,0,2
41,0,2,1,26,3,3,1,2241,0,3,7,1,54850,2.0,0,17,8,2,7.0,2,4,0,3
40,0,0,2,3,2,1,1,2242,1,1,7,0,43420,3.0,0,11,8,1,11.0,6,8,0,7
31,0,2,1,16,3,3,1,2243,1,2,1,0,27820,1.0,0,19,8,1,13.0,5,13,9,9
46,1,2,1,18,1,3,1,2244,1,1,4,0,59800,4.0,0,11,8,1,28.0,2,7,4,3
39,1,0,1,2,4,3,1,2245,1,2,4,2,43810,2.0,0,15,8,2,11.0,1,1,0,0
31,1,1,2,2,3,3,1,2246,1,2,7,2,25720,1.0,0,13,8,3,10.0,3,10,4,7
45,0,2,2,10,2,2,1,2247,1,1,7,0,38330,2.0,0,14,8,0,24.0,1,7,0,7
31,0,2,1,16,4,1,1,2248,1,3,1,2,42440,9.0,0,13,8,0,8.0,3,3,0,2
31,1,1,1,7,4,1,1,2249,1,1,2,1,65000,6.0,0,23,8,1,7.0,5,2,2,2
45,0,2,1,1,2,1,1,2250,0,1,6,1,184300,4.0,0,12,8,1,10.0,5,3,1,2
48,0,2,1,24,3,5,1,2251,1,2,6,0,16010,4.0,0,12,8,0,15.0,3,2,2,2
34,1,2,1,7,4,3,1,2252,1,2,6,1,26940,1.0,0,16,8,1,2.0,3,2,2,2
40,0,0,1,25,4,4,1,2253,0,1,7,0,31490,2.0,0,15,8,1,16.0,1,9,4,8
28,0,2,1,1,2,5,1,2254,0,1,6,2,176390,0.0,0,13,8,1,6.0,0,5,1,3
44,0,0,1,5,3,1,1,2255,1,1,2,2,23190,3.0,0,18,8,0,7.0,4,5,0,3
53,0,2,1,2,4,5,1,2256,1,2,3,2,116910,4.0,0,20,8,0,35.0,2,9,8,8
49,0,2,1,7,3,1,1,2257,1,3,2,1,53240,2.0,0,19,8,0,20.0,2,3,1,2
40,0,2,1,2,4,1,1,2258,1,3,2,0,167520,2.0,0,18,8,1,8.0,3,3,1,2
44,0,2,1,5,1,4,1,2259,1,3,6,2,52280,1.0,0,13,8,0,6.0,2,5,1,3
33,0,1,0,10,3,3,1,2260,0,2,7,1,27000,0.0,0,14,8,3,5.0,2,4,0,3
34,0,2,1,10,4,1,1,2261,0,1,8,2,192460,3.0,0,15,8,1,15.0,5,13,3,12
30,0,2,2,1,2,5,1,2262,1,1,2,1,25060,8.0,0,22,8,0,4.0,3,2,2,2
42,0,1,1,8,4,3,1,2263,0,1,7,2,60620,1.0,0,22,8,2,12.0,2,12,5,8
44,0,1,1,5,3,1,1,2264,0,5,4,1,43820,7.0,0,16,8,2,11.0,2,1,0,0
30,0,0,1,8,3,1,1,2265,1,1,4,0,21430,1.0,0,17,8,1,1.0,2,1,0,0
57,0,2,2,2,1,1,1,2266,1,3,6,1,61620,0.0,0,14,8,0,13.0,5,12,2,8
49,0,2,1,7,3,5,1,2267,0,2,7,0,50940,3.0,0,15,8,0,29.0,5,8,0,7
34,0,1,1,2,4,3,1,2268,0,2,8,0,68770,7.0,0,20,8,0,16.0,3,14,6,9
28,1,1,1,2,3,3,1,2269,1,1,6,1,22740,3.0,0,20,8,1,5.0,5,3,1,2
29,1,1,1,28,3,3,1,2270,0,5,6,2,44340,5.0,0,17,8,3,7.0,1,5,0,0
34,1,2,1,7,1,3,1,2271,1,1,6,2,62880,0.0,0,15,8,1,16.0,2,15,10,10
35,0,2,2,7,4,4,1,2272,0,4,0,1,25530,1.0,0,14,8,1,1.0,4,1,0,0
24,1,1,2,3,3,1,1,2273,1,2,6,2,76540,2.0,0,17,8,1,4.0,3,0,0,0
24,0,0,1,10,3,1,1,2274,0,2,3,1,51600,1.0,0,17,8,1,1.0,3,1,0,0
44,0,1,1,5,2,3,1,2275,0,2,6,2,171590,5.0,0,22,8,1,16.0,1,2,2,2
29,0,2,2,10,2,1,1,2276,0,1,7,0,128080,1.0,0,13,8,0,10.0,6,10,0,4
30,0,2,1,1,2,1,1,2277,1,3,7,0,102210,0.0,0,19,8,1,6.0,2,5,1,3
55,0,2,2,20,3,2,1,2278,1,2,6,1,47790,0.0,0,14,8,1,4.0,6,3,1,2
33,0,2,1,7,2,1,1,2279,1,2,6,1,37370,8.0,0,22,8,2,8.0,2,5,0,2
47,0,2,1,8,4,3,1,2280,0,2,8,1,23660,3.0,0,17,8,0,11.0,5,5,1,2
28,1,1,2,1,3,2,1,2281,1,2,2,2,17060,7.0,0,12,8,0,8.0,3,0,0,0
28,0,2,2,8,4,2,1,2282,1,1,2,0,163070,1.0,0,16,8,0,1.0,3,1,0,0
28,0,1,1,9,3,1,1,2283,0,2,7,2,59330,0.0,0,11,8,0,5.0,3,4,1,3
49,0,2,1,5,4,1,1,2284,0,1,6,1,34240,4.0,0,11,8,0,10.0,3,3,1,2
29,0,1,1,8,1,3,1,2285,1,1,6,1,40370,0.0,0,14,8,0,4.0,2,3,0,2
28,0,2,1,5,1,5,1,2286,1,2,2,1,25590,1.0,0,11,8,0,8.0,3,8,1,7
33,0,2,1,15,4,1,1,2287,0,1,7,2,62010,2.0,0,15,8,3,14.0,2,0,0,0
32,0,2,1,7,3,1,1,2288,0,3,2,2,44030,2.0,0,20,8,0,10.0,3,5,0,0
54,0,1,2,10,3,1,1,2289,0,4,6,0,37610,3.0,0,12,8,0,26.0,3,14,1,12
29,1,2,1,5,3,1,1,2290,0,2,6,2,109340,6.0,0,17,8,2,11.0,2,9,0,7
44,0,2,2,26,1,2,1,2291,1,1,8,1,107610,3.0,0,11,8,1,24.0,5,20,14,17
39,0,2,2,6,1,5,1,2292,0,2,2,2,51750,4.0,0,17,8,1,9.0,2,2,2,2
46,0,2,1,4,2,1,1,2293,1,3,4,1,138260,8.0,0,11,8,0,23.0,1,13,5,1
35,0,2,1,23,4,1,1,2294,1,2,6,2,63340,1.0,0,14,8,0,11.0,2,11,3,3
23,0,2,1,2,4,3,1,2295,0,2,3,2,49360,0.0,0,19,8,1,5.0,2,4,1,2
40,1,2,1,2,3,3,1,2296,1,2,5,2,47750,3.0,0,15,8,1,15.0,3,5,1,0
34,0,2,0,2,3,0,1,2297,1,2,4,1,28180,1.0,0,13,8,1,10.0,2,10,8,6
31,1,1,1,29,3,1,1,2298,0,2,0,2,25150,1.0,0,14,8,0,7.0,3,7,7,7
50,0,1,1,6,3,3,1,2299,1,1,3,2,23420,1.0,0,12,8,1,32.0,2,32,13,9
34,0,2,2,25,5,2,1,2300,0,1,6,1,41940,0.0,0,17,8,2,12.0,3,11,5,7
42,0,2,1,1,3,1,1,2301,0,1,4,1,106850,4.0,0,11,8,3,4.0,2,1,0,0
37,0,2,1,2,2,3,1,2302,1,1,6,1,20220,1.0,0,12,8,0,10.0,1,10,3,7
29,0,2,1,1,3,3,1,2303,0,1,3,1,23140,3.0,0,13,8,0,9.0,5,7,0,7
33,0,2,1,1,1,1,1,2304,1,1,6,2,42560,1.0,0,13,8,3,5.0,1,5,0,2
45,0,2,2,3,3,1,1,2305,1,3,2,1,35800,4.0,0,20,8,1,8.0,1,5,0,3
42,0,1,0,1,4,5,1,2306,1,2,4,1,31620,2.0,0,17,8,2,24.0,1,20,13,9
40,0,2,2,10,1,1,1,2307,0,1,4,1,65240,0.0,0,13,8,1,9.0,2,8,7,1
33,0,2,1,9,3,3,1,2308,0,2,4,1,28990,1.0,0,17,8,0,15.0,3,15,5,7
40,0,2,2,5,5,1,1,2309,1,1,4,2,52310,1.0,0,12,8,2,21.0,4,21,7,7
24,0,2,2,10,2,2,1,2310,1,1,4,0,23560,0.0,0,13,8,0,2.0,5,1,0,0
40,0,0,1,7,3,3,1,2311,1,1,6,0,28000,3.0,0,12,8,2,8.0,0,2,2,2
45,0,2,1,4,3,3,1,2312,0,3,2,0,118360,1.0,0,22,8,0,10.0,2,10,7,7
35,0,2,1,10,1,1,1,2313,1,1,0,1,109030,0.0,0,11,8,0,6.0,3,5,4,2
32,0,2,1,22,4,3,1,2314,1,1,7,1,29730,3.0,0,22,8,0,12.0,0,7,2,5
36,0,2,2,9,3,2,1,2315,0,4,6,2,142750,3.0,0,18,8,1,7.0,5,3,1,2
48,0,2,1,12,4,3,1,2316,1,1,2,0,55620,8.0,0,13,8,1,18.0,2,8,7,7
29,0,2,1,23,4,1,1,2317,0,2,0,1,45370,6.0,0,18,8,1,5.0,5,1,0,0
33,0,2,1,9,1,3,1,2318,1,1,0,1,76420,2.0,0,20,8,1,8.0,2,2,2,2
30,1,2,1,1,3,4,1,2319,1,3,7,1,179240,1.0,0,13,8,2,10.0,2,10,6,7
38,0,1,2,9,3,2,1,2320,1,1,4,1,52040,3.0,0,13,8,1,10.0,2,6,1,2
35,0,2,2,7,2,1,1,2321,1,1,7,2,22770,1.0,0,12,8,1,3.0,2,3,1,2
30,0,2,1,14,3,5,1,2322,1,5,5,1,27950,3.0,0,13,8,0,9.0,4,4,1,3
35,1,2,1,2,3,3,1,2323,0,1,6,0,25320,1.0,0,13,8,0,1.0,2,1,0,0
